endpoint,model,feature_set,leakage_risk,n_folds_evaluated,cindex_mean,cindex_std,cindex_min,experiment,death_target_mode,dir,cindex_max,cindex_mean_minus_halfsd,score_for_hepatic_priority
death,rsf,early_v1_v3,low/moderate,0,,,,003_early_v1_v3,censor_missing_death_at_last_visit,20260426_1620_003_early_v1_v3,,,
hepatic,xgb_cox,strict_time_aligned,low/moderate,15,0.9743263377864098,0.0129480050814479,0.9481203007518796,006_strict_time_aligned,censor_missing_death_at_last_visit,20260426_1636_006_strict_time_aligned,,,0.9678523352456858
hepatic,rsf,strict_time_aligned,low/moderate,15,0.954061120048292,0.025645503056002,0.8936855670103093,006_strict_time_aligned,censor_missing_death_at_last_visit,20260426_1636_006_strict_time_aligned,,,0.941238368520291
hepatic,lgbm_binary,strict_time_aligned,low/moderate,15,0.8973379552273546,0.0574879515522887,0.7768878718535469,006_strict_time_aligned,censor_missing_death_at_last_visit,20260426_1636_006_strict_time_aligned,,,0.8685939794512102
hepatic,catboost_binary,strict_time_aligned,low/moderate,15,0.8915031248379918,0.0618900534296568,0.7768878718535469,006_strict_time_aligned,censor_missing_death_at_last_visit,20260426_1636_006_strict_time_aligned,,,0.8605580981231634
hepatic,rsf,full_high_risk,high,15,0.8219658776467414,0.1072973187435688,0.6181015452538632,007_full_high_risk,censor_missing_death_at_last_visit,20260426_1637_007_full_high_risk,,,0.768317218274957
hepatic,rsf,NIT_plus_clinical_scores,low/moderate,15,0.8192367985307196,0.1134822472038073,0.5891472868217055,005_NIT_plus_clinical_scores,censor_missing_death_at_last_visit,20260426_1635_005_NIT_plus_clinical_scores,,,0.762495674928816
hepatic,rsf,aggressive_longitudinal,moderate-high,15,0.804516082079099,0.1041753890956188,0.5984496124031008,phase2_aggressive_longitudinal,censor_missing_death_at_last_visit,20260426_1758_phase2_aggressive_longitudinal,0.9563953488372092,0.7524283875312895,0.7524283875312896
hepatic,rsf,all_visits_longitudinal,high,15,0.8041265859390325,0.1128374631736715,0.5743193524650478,004_all_visits_longitudinal,censor_missing_death_at_last_visit,20260426_1632_004_all_visits_longitudinal,,,0.7477078543521968
hepatic,rsf,NIT_plus_scores_longitudinal,moderate,15,0.8029885772917752,0.1192101649342345,0.602390438247012,phase2_NIT_plus_scores_longitudinal,censor_missing_death_at_last_visit,20260426_1755_phase2_NIT_plus_scores_longitudinal,0.9651162790697676,0.7433834948246579,0.7433834948246579
hepatic,rsf,baseline_v1,low,25,0.790439092923894,0.1070940185152166,0.5085271317829457,001_baseline_v1_drop_missing_death,drop_missing_death,20260426_1618_001_baseline_v1_drop_missing_death,,,0.7368920836662858
hepatic,rsf,baseline_v1,low,25,0.790439092923894,0.1070940185152166,0.5085271317829457,002_baseline_v1_censor_missing_death,censor_missing_death_at_last_visit,20260426_1619_002_baseline_v1_censor_missing_death,,,0.7368920836662858
hepatic,rsf,longitudinal_no_followup_proxies,moderate,15,0.7933273374328346,0.1180904842441685,0.5879323031640913,phase2_longitudinal_no_followup_proxies,censor_missing_death_at_last_visit,20260426_1826_phase2_longitudinal_no_followup_proxies,0.9583333333333334,0.7342820953107503,0.7342820953107503
hepatic,rsf,NIT_longitudinal_only,moderate,15,0.7873947043646969,0.1244354379806552,0.5829457364341085,phase2_NIT_longitudinal_only,censor_missing_death_at_last_visit,20260426_1751_phase2_NIT_longitudinal_only,0.9556686046511628,0.7251769853743694,0.7251769853743694
hepatic,lgbm_binary,early_v1_v3,low/moderate,25,0.7634697844099937,0.0936704408570909,0.5386313465783664,003_early_v1_v3,censor_missing_death_at_last_visit,20260426_1620_003_early_v1_v3,,,0.7166345639814482
hepatic,xgb_binary,aggressive_longitudinal,moderate-high,15,0.7625843665544118,0.1070788467875785,0.5767441860465117,phase2_aggressive_longitudinal,censor_missing_death_at_last_visit,20260426_1758_phase2_aggressive_longitudinal,0.9462209302325582,0.7090449431606225,0.7090449431606225
hepatic,lgbm_binary,aggressive_longitudinal,moderate-high,15,0.7605601749968594,0.1042540102956585,0.6070640176600441,phase2_aggressive_longitudinal,censor_missing_death_at_last_visit,20260426_1758_phase2_aggressive_longitudinal,0.9498546511627908,0.70843316984903,0.70843316984903
hepatic,xgb_cox,NIT_plus_scores_longitudinal,moderate,15,0.7711342383106333,0.1311885258434192,0.5171314741035856,phase2_NIT_plus_scores_longitudinal,censor_missing_death_at_last_visit,20260426_1755_phase2_NIT_plus_scores_longitudinal,0.95630081300813,0.7055399753889238,0.7055399753889238
hepatic,lgbm_binary,NIT_plus_clinical_scores,low/moderate,15,0.758214584753586,0.1167543769534597,0.5827067669172933,005_NIT_plus_clinical_scores,censor_missing_death_at_last_visit,20260426_1635_005_NIT_plus_clinical_scores,,,0.6998373962768563
hepatic,lgbm_binary,longitudinal_no_followup_proxies,moderate,15,0.7542106136158662,0.1097617998677857,0.5876288659793815,phase2_longitudinal_no_followup_proxies,censor_missing_death_at_last_visit,20260426_1826_phase2_longitudinal_no_followup_proxies,0.940040650406504,0.6993297136819733,0.6993297136819733
hepatic,xgb_cox,NIT_plus_clinical_scores,low/moderate,15,0.7715075605064755,0.1451178934129465,0.4679911699779249,005_NIT_plus_clinical_scores,censor_missing_death_at_last_visit,20260426_1635_005_NIT_plus_clinical_scores,,,0.6989486138000023
hepatic,catboost_binary,early_v1_v3,low/moderate,25,0.7601220569940018,0.1224165009439331,0.4573643410852713,003_early_v1_v3,censor_missing_death_at_last_visit,20260426_1620_003_early_v1_v3,,,0.6989138065220353
hepatic,lgbm_binary,NIT_plus_scores_longitudinal,moderate,15,0.7589690549999109,0.1205406034183279,0.5829457364341085,phase2_NIT_plus_scores_longitudinal,censor_missing_death_at_last_visit,20260426_1755_phase2_NIT_plus_scores_longitudinal,0.9491279069767442,0.6986987532907468,0.6986987532907469
hepatic,lgbm_binary,full_high_risk,high,15,0.7527588575314271,0.1082463142214912,0.5649402390438247,007_full_high_risk,censor_missing_death_at_last_visit,20260426_1637_007_full_high_risk,,,0.6986357004206816
hepatic,xgb_binary,longitudinal_no_followup_proxies,moderate,15,0.7498343564325808,0.1132299340063025,0.5720930232558139,phase2_longitudinal_no_followup_proxies,censor_missing_death_at_last_visit,20260426_1826_phase2_longitudinal_no_followup_proxies,0.923780487804878,0.6932193894294295,0.6932193894294295
hepatic,xgb_cox,longitudinal_no_followup_proxies,moderate,15,0.754211581405414,0.1220615912203424,0.4876494023904382,phase2_longitudinal_no_followup_proxies,censor_missing_death_at_last_visit,20260426_1826_phase2_longitudinal_no_followup_proxies,0.9126016260162602,0.6931807857952428,0.6931807857952428
hepatic,catboost_binary,longitudinal_no_followup_proxies,moderate,15,0.7456433779510168,0.1051727559275881,0.587218045112782,phase2_longitudinal_no_followup_proxies,censor_missing_death_at_last_visit,20260426_1826_phase2_longitudinal_no_followup_proxies,0.9069767441860463,0.6930569999872227,0.6930569999872227
hepatic,rsf,first_1y,low,15,0.7551986815014835,0.1243184242615309,0.4860465116279069,phase2_first_1y,censor_missing_death_at_last_visit,20260426_1807_phase2_first_1y,0.9338662790697676,0.693039469370718,0.693039469370718
hepatic,coxnet,baseline_v1,low,25,0.7438722456941602,0.1029093961790954,0.4916334661354581,001_baseline_v1_drop_missing_death,drop_missing_death,20260426_1618_001_baseline_v1_drop_missing_death,,,0.6924175476046125
hepatic,coxnet,baseline_v1,low,25,0.7438722456941602,0.1029093961790954,0.4916334661354581,002_baseline_v1_censor_missing_death,censor_missing_death_at_last_visit,20260426_1619_002_baseline_v1_censor_missing_death,,,0.6924175476046125
hepatic,xgb_binary,NIT_plus_scores_longitudinal,moderate,15,0.7498767593181502,0.115932061858571,0.5674418604651162,phase2_NIT_plus_scores_longitudinal,censor_missing_death_at_last_visit,20260426_1755_phase2_NIT_plus_scores_longitudinal,0.9197154471544716,0.6919107283888647,0.6919107283888647
hepatic,rsf,first_3_visits,low,15,0.7583965225500815,0.1331532504267689,0.5085271317829457,phase2_first_3_visits,censor_missing_death_at_last_visit,20260426_1815_phase2_first_3_visits,0.9447674418604652,0.691819897336697,0.691819897336697
hepatic,xgb_binary,labs_longitudinal_only,moderate,15,0.7332339018476633,0.0843047841441663,0.489922480620155,phase2_labs_longitudinal_only,censor_missing_death_at_last_visit,20260426_1823_phase2_labs_longitudinal_only,0.8670058139534884,0.6910815097755802,0.6910815097755802
hepatic,rsf,first_3y,low,15,0.7462199572176836,0.1106971506117142,0.5162790697674419,phase2_first_3y,censor_missing_death_at_last_visit,20260426_1819_phase2_first_3y,0.934593023255814,0.6908713819118265,0.6908713819118265
hepatic,xgb_cox,aggressive_longitudinal,moderate-high,15,0.7596328328345161,0.1377346576896097,0.50199203187251,phase2_aggressive_longitudinal,censor_missing_death_at_last_visit,20260426_1758_phase2_aggressive_longitudinal,0.9247967479674796,0.6907655039897113,0.6907655039897113
hepatic,catboost_binary,aggressive_longitudinal,moderate-high,15,0.7410539728766742,0.1096942160085363,0.5710080941869021,phase2_aggressive_longitudinal,censor_missing_death_at_last_visit,20260426_1758_phase2_aggressive_longitudinal,0.8953488372093024,0.686206864872406,0.686206864872406
hepatic,xgb_cox,baseline_v1,low,25,0.7374028252283292,0.1046187480782099,0.4948207171314741,001_baseline_v1_drop_missing_death,drop_missing_death,20260426_1618_001_baseline_v1_drop_missing_death,,,0.6850934511892243
hepatic,xgb_cox,baseline_v1,low,25,0.7374028252283292,0.1046187480782099,0.4948207171314741,002_baseline_v1_censor_missing_death,censor_missing_death_at_last_visit,20260426_1619_002_baseline_v1_censor_missing_death,,,0.6850934511892243
hepatic,lgbm_binary,first_3_visits,low,15,0.7347211821365217,0.1001733088229464,0.517829457364341,phase2_first_3_visits,censor_missing_death_at_last_visit,20260426_1815_phase2_first_3_visits,0.9054878048780488,0.6846345277250485,0.6846345277250485
hepatic,catboost_binary,labs_longitudinal_only,moderate,15,0.7229433847034772,0.0767788275172171,0.537984496124031,phase2_labs_longitudinal_only,censor_missing_death_at_last_visit,20260426_1823_phase2_labs_longitudinal_only,0.8273092369477911,0.6845539709448686,0.6845539709448687
hepatic,rsf,first_2y,low,15,0.7363512855089447,0.1062222645890934,0.5147286821705427,phase2_first_2y,censor_missing_death_at_last_visit,20260426_1810_phase2_first_2y,0.9186046511627908,0.6832401532143979,0.683240153214398
hepatic,lgbm_binary,baseline_v1,low,25,0.7265415777803647,0.0886732951482375,0.4961240310077519,001_baseline_v1_drop_missing_death,drop_missing_death,20260426_1618_001_baseline_v1_drop_missing_death,,,0.682204930206246
hepatic,lgbm_binary,baseline_v1,low,25,0.7265415777803647,0.0886732951482375,0.4961240310077519,002_baseline_v1_censor_missing_death,censor_missing_death_at_last_visit,20260426_1619_002_baseline_v1_censor_missing_death,,,0.682204930206246
hepatic,catboost_binary,first_3_visits,low,15,0.7363503343465269,0.1088799428478558,0.4852713178294573,phase2_first_3_visits,censor_missing_death_at_last_visit,20260426_1815_phase2_first_3_visits,0.9115853658536586,0.6819103629225989,0.681910362922599
hepatic,lgbm_binary,NIT_longitudinal_only,moderate,15,0.7376282469714425,0.1144774611004211,0.5784860557768924,phase2_NIT_longitudinal_only,censor_missing_death_at_last_visit,20260426_1751_phase2_NIT_longitudinal_only,0.9454941860465116,0.6803895164212319,0.6803895164212319
hepatic,xgb_cox,early_v1_v3,low/moderate,25,0.7371377130976096,0.113525572700169,0.5051792828685259,003_early_v1_v3,censor_missing_death_at_last_visit,20260426_1620_003_early_v1_v3,,,0.6803749267475251
hepatic,xgb_cox,full_high_risk,high,15,0.7545490845787101,0.1506048464993183,0.4547461368653421,007_full_high_risk,censor_missing_death_at_last_visit,20260426_1637_007_full_high_risk,,,0.6792466613290509
hepatic,xgb_binary,first_3_visits,low,15,0.7322236158410286,0.1082484698272567,0.4713178294573643,phase2_first_3_visits,censor_missing_death_at_last_visit,20260426_1815_phase2_first_3_visits,0.9034552845528456,0.6780993809274002,0.6780993809274002
hepatic,xgb_cox,all_visits_longitudinal,high,15,0.7462224700152131,0.1432613706292983,0.4422369389256806,004_all_visits_longitudinal,censor_missing_death_at_last_visit,20260426_1632_004_all_visits_longitudinal,,,0.674591784700564
hepatic,xgb_cox,labs_longitudinal_only,moderate,15,0.7375627895053932,0.1263553057088515,0.4916334661354581,phase2_labs_longitudinal_only,censor_missing_death_at_last_visit,20260426_1823_phase2_labs_longitudinal_only,0.9267734553775744,0.6743851366509674,0.6743851366509674
hepatic,rsf,baseline_plus_landmark_trends,low,15,0.7359710130938724,0.1293874325723345,0.4682170542635659,phase2_baseline_plus_landmark_trends,censor_missing_death_at_last_visit,20260426_1803_phase2_baseline_plus_landmark_trends,0.9180859691808596,0.6712772968077051,0.6712772968077051
hepatic,catboost_binary,full_high_risk,high,15,0.7312535096366294,0.120987919992216,0.5474613686534217,007_full_high_risk,censor_missing_death_at_last_visit,20260426_1637_007_full_high_risk,,,0.6707595496405214
hepatic,catboost_binary,all_visits_longitudinal,high,15,0.7227179656014664,0.1052564208896719,0.5663659793814433,004_all_visits_longitudinal,censor_missing_death_at_last_visit,20260426_1632_004_all_visits_longitudinal,,,0.6700897551566305
hepatic,xgb_cox,first_3_visits,low,15,0.7290589343438268,0.1202592849612085,0.4930232558139535,phase2_first_3_visits,censor_missing_death_at_last_visit,20260426_1815_phase2_first_3_visits,0.8790650406504065,0.6689292918632226,0.6689292918632226
hepatic,lgbm_binary,labs_longitudinal_only,moderate,15,0.7156388107233237,0.0939879212346457,0.5410852713178295,phase2_labs_longitudinal_only,censor_missing_death_at_last_visit,20260426_1823_phase2_labs_longitudinal_only,0.9142441860465116,0.6686448501060008,0.6686448501060008
hepatic,xgb_cox,NIT_longitudinal_only,moderate,15,0.7349574609355691,0.134303221796376,0.4772908366533864,phase2_NIT_longitudinal_only,censor_missing_death_at_last_visit,20260426_1751_phase2_NIT_longitudinal_only,0.951219512195122,0.6678058500373811,0.6678058500373811
hepatic,lgbm_binary,all_visits_longitudinal,high,15,0.719159280874362,0.1111673402312986,0.523840206185567,004_all_visits_longitudinal,censor_missing_death_at_last_visit,20260426_1632_004_all_visits_longitudinal,,,0.6635756107587127
hepatic,lgbm_binary,first_1y,low,15,0.7106023415292726,0.1012455696921041,0.5193798449612403,phase2_first_1y,censor_missing_death_at_last_visit,20260426_1807_phase2_first_1y,0.8968023255813954,0.6599795566832205,0.6599795566832205
hepatic,lgbm_binary,first_3y,low,15,0.7100655086630475,0.108085315686798,0.475968992248062,phase2_first_3y,censor_missing_death_at_last_visit,20260426_1819_phase2_first_3y,0.9265988372093024,0.6560228508196485,0.6560228508196485
hepatic,xgb_binary,first_3y,low,15,0.7108903352169441,0.1174051499827832,0.4325581395348837,phase2_first_3y,censor_missing_death_at_last_visit,20260426_1819_phase2_first_3y,0.9236918604651164,0.6521877602255525,0.6521877602255525
hepatic,xgb_binary,NIT_longitudinal_only,moderate,15,0.719878606526216,0.1390068882896468,0.5334805003679176,phase2_NIT_longitudinal_only,censor_missing_death_at_last_visit,20260426_1751_phase2_NIT_longitudinal_only,0.9634146341463414,0.6503751623813926,0.6503751623813927
hepatic,catboost_binary,NIT_plus_clinical_scores,low/moderate,15,0.7132227013334765,0.1271466809563697,0.5415746872700515,005_NIT_plus_clinical_scores,censor_missing_death_at_last_visit,20260426_1635_005_NIT_plus_clinical_scores,,,0.6496493608552917
hepatic,xgb_binary,first_1y,low,15,0.6961478457015446,0.1035217955230024,0.4589147286821705,phase2_first_1y,censor_missing_death_at_last_visit,20260426_1807_phase2_first_1y,0.8800872093023255,0.6443869479400434,0.6443869479400435
hepatic,catboost_binary,baseline_v1,low,25,0.6898037585479421,0.0929222428007325,0.4232558139534884,001_baseline_v1_drop_missing_death,drop_missing_death,20260426_1618_001_baseline_v1_drop_missing_death,,,0.6433426371475758
hepatic,catboost_binary,baseline_v1,low,25,0.6898037585479421,0.0929222428007325,0.4232558139534884,002_baseline_v1_censor_missing_death,censor_missing_death_at_last_visit,20260426_1619_002_baseline_v1_censor_missing_death,,,0.6433426371475758
hepatic,coxnet,NIT_plus_clinical_scores,low/moderate,15,0.7028022109104969,0.1199452029182659,0.4584253127299484,005_NIT_plus_clinical_scores,censor_missing_death_at_last_visit,20260426_1635_005_NIT_plus_clinical_scores,,,0.6428296094513639
hepatic,catboost_binary,first_3y,low,15,0.7040493046982329,0.1247296813906767,0.4434108527131783,phase2_first_3y,censor_missing_death_at_last_visit,20260426_1819_phase2_first_3y,0.8779116465863454,0.6416844640028945,0.6416844640028946
hepatic,lgbm_binary,first_2y,low,15,0.6866673133837807,0.0920098915292836,0.5286821705426357,phase2_first_2y,censor_missing_death_at_last_visit,20260426_1810_phase2_first_2y,0.8561046511627907,0.640662367619139,0.640662367619139
hepatic,catboost_binary,first_1y,low,15,0.7003003929067846,0.1240450442297974,0.489922480620155,phase2_first_1y,censor_missing_death_at_last_visit,20260426_1807_phase2_first_1y,0.9149709302325582,0.6382778707918859,0.6382778707918859
hepatic,catboost_binary,NIT_longitudinal_only,moderate,15,0.7007986125349034,0.1291842498038937,0.5577689243027888,phase2_NIT_longitudinal_only,censor_missing_death_at_last_visit,20260426_1751_phase2_NIT_longitudinal_only,0.9491279069767442,0.6362064876329565,0.6362064876329565
hepatic,rsf,labs_longitudinal_only,moderate,15,0.6860919441352096,0.1070302573523821,0.5231788079470199,phase2_labs_longitudinal_only,censor_missing_death_at_last_visit,20260426_1823_phase2_labs_longitudinal_only,0.875,0.6325768154590184,0.6325768154590186
hepatic,catboost_binary,NIT_plus_scores_longitudinal,moderate,15,0.6953568229014956,0.1379061616513627,0.5090225563909775,phase2_NIT_plus_scores_longitudinal,censor_missing_death_at_last_visit,20260426_1755_phase2_NIT_plus_scores_longitudinal,0.9622093023255814,0.6264037420758142,0.6264037420758142
hepatic,xgb_cox,first_1y,low,15,0.6806026444777619,0.1302446740375712,0.3821138211382114,phase2_first_1y,censor_missing_death_at_last_visit,20260426_1807_phase2_first_1y,0.8968023255813954,0.6154803074589762,0.6154803074589763
hepatic,lgbm_binary,baseline_plus_landmark_trends,low,15,0.6697648234802487,0.112165119740306,0.4589641434262948,phase2_baseline_plus_landmark_trends,censor_missing_death_at_last_visit,20260426_1803_phase2_baseline_plus_landmark_trends,0.8329278183292782,0.6136822636100957,0.6136822636100957
hepatic,xgb_binary,baseline_plus_landmark_trends,low,15,0.6608970213814761,0.096970636277018,0.4597609561752988,phase2_baseline_plus_landmark_trends,censor_missing_death_at_last_visit,20260426_1803_phase2_baseline_plus_landmark_trends,0.8240963855421687,0.6124117032429671,0.6124117032429671
hepatic,catboost_binary,first_2y,low,15,0.6737885027846591,0.1260263592036734,0.4031007751937984,phase2_first_2y,censor_missing_death_at_last_visit,20260426_1810_phase2_first_2y,0.8575581395348837,0.6107753231828223,0.6107753231828223
hepatic,xgb_cox,clinical_scores_dynamic,low,15,0.6669038293173316,0.1129001900181647,0.3720930232558139,phase2_clinical_scores_dynamic,censor_missing_death_at_last_visit,20260426_1806_phase2_clinical_scores_dynamic,0.8102362204724409,0.6104537343082492,0.6104537343082492
hepatic,xgb_cox,first_3y,low,15,0.6582530300052433,0.1180645626470445,0.416260162601626,phase2_first_3y,censor_missing_death_at_last_visit,20260426_1819_phase2_first_3y,0.8028455284552846,0.599220748681721,0.599220748681721
hepatic,xgb_cox,first_2y,low,15,0.6621652683811653,0.1299567253613942,0.4232558139534884,phase2_first_2y,censor_missing_death_at_last_visit,20260426_1810_phase2_first_2y,0.8088662790697675,0.5971869057004682,0.5971869057004682
hepatic,rsf,clinical_scores_dynamic,low,15,0.634490807369665,0.0890284198696939,0.4852713178294573,phase2_clinical_scores_dynamic,censor_missing_death_at_last_visit,20260426_1806_phase2_clinical_scores_dynamic,0.8032128514056225,0.5899765974348181,0.5899765974348181
hepatic,xgb_binary,clinical_scores_dynamic,low,15,0.640735326346151,0.1062938629604142,0.4031007751937984,phase2_clinical_scores_dynamic,censor_missing_death_at_last_visit,20260426_1806_phase2_clinical_scores_dynamic,0.7707082833133253,0.5875883948659439,0.5875883948659439
hepatic,xgb_binary,first_2y,low,15,0.6561132600693181,0.1379597281559362,0.3634146341463414,phase2_first_2y,censor_missing_death_at_last_visit,20260426_1810_phase2_first_2y,0.8524709302325582,0.5871333959913501,0.5871333959913501
hepatic,lgbm_binary,clinical_scores_dynamic,low,15,0.6358898760863955,0.1019960951462684,0.4087649402390438,phase2_clinical_scores_dynamic,censor_missing_death_at_last_visit,20260426_1806_phase2_clinical_scores_dynamic,0.7809278350515464,0.5848918285132613,0.5848918285132613
hepatic,catboost_binary,baseline_plus_landmark_trends,low,15,0.6316069306711714,0.1038719584694597,0.4062015503875969,phase2_baseline_plus_landmark_trends,censor_missing_death_at_last_visit,20260426_1803_phase2_baseline_plus_landmark_trends,0.7761557177615572,0.5796709514364414,0.5796709514364415
hepatic,xgb_cox,baseline_plus_landmark_trends,low,15,0.6240129308861889,0.1114460317360934,0.3808764940239044,phase2_baseline_plus_landmark_trends,censor_missing_death_at_last_visit,20260426_1803_phase2_baseline_plus_landmark_trends,0.7734939759036145,0.5682899150181422,0.5682899150181422
hepatic,catboost_binary,clinical_scores_dynamic,low,15,0.584270789846305,0.1129038021728774,0.4223107569721115,phase2_clinical_scores_dynamic,censor_missing_death_at_last_visit,20260426_1806_phase2_clinical_scores_dynamic,0.7357723577235772,0.5278188887598663,0.5278188887598663
hepatic,coxnet,early_v1_v3,low/moderate,0,,,,003_early_v1_v3,censor_missing_death_at_last_visit,20260426_1620_003_early_v1_v3,,,
hepatic,rsf,early_v1_v3,low/moderate,0,,,,003_early_v1_v3,censor_missing_death_at_last_visit,20260426_1620_003_early_v1_v3,,,
